playlist_id,num_tracks,description,sentiment,name
28R4pz6Tdg5BO99rItKZK0,109,14.10.22 ~ Just glad mercury is out of retrograde tbh..,0.4588,VAPORWAVE STUDY CLUB
28oGmC8TYCx8EIristIPis,117,,0.0,Country Studying playlist🎧🤠
29AkE51B8KCJBc5w35MzA5,213,@isabelleejulianna🍂🧦☕️🧺📖🍁,0.0,rory gilmore’s chilton era study playlist 
29FPH2M7ey7Q5nxYHbFsNN,27,,0.0,Wordless songs to work/study to
29NA1YZn3Kax8PKydHTiRm,174,songs for studying&#x2F;relaxing paired w adaptive hearing rain sounds ,0.0,korean study music 
2CTaUeX1wnGWrPYZ2djiix,1145,"A growing collection of light-hearted soundtracks to motivate and inspire whilst studying, or to just enjoy! Featuring tracks from films such as Moana, The Holiday, Narnia and leading composers such as Hans Zimmer, Thomas Newman, Dario Marianelli and Harry Gregson-Williams. Enjoy!",0.9492,Happy Study Music
2CbzacFAT3uWLXNYfRL7z3,449,,0.0,study music for adhd bitches
2CsJg7jkvjoDiTvWPGaDbC,134,Not too taxing on the brain; perfect for concentrating on stuff without being boring; chill vibes,0.687,Chill/no lyrics music to study too
2DXbYkihVPRCWwpM9m0nT2,353,Ghibli Soundtrack for Studying.,0.0,Ghibli Study
2EKOqAcskfJBmqlPF3uORo,115,,0.0,classical music to romanticise studying
2EnAkmPuBfBTI9W9pzPv8w,253,,0.0,r&b study🎧
2EqcaCXsyDq2eXKFnLHWgZ,284,"rainy days, coffee shops, gilmore girls, and library&#x27;s",-0.0772,romantizing school/studying🎀🧸🎓
2FzEJpUSS8ncCbOeHaIFc7,64,Chill study beats playlist.,0.0,Chill Study Music 2023
2H72KZ0wb3z46lEfs92MRu,20,classical &#x2F; instrumental music for studying. upbeat and intense enough to keep you awake and doing work without being distracted or sleepy. no words.,0.0351,studying dark academia
2IOk8LShGyUQU1uDaEx3oZ,40,Make Peace with the Boredom of Mastery,0.296,40 Hz  - Study
2IwTQq4UilQp7fR1gJvMA9,27,,0.0,billie eilish study
2IxcD8Zs1vAE2O7OIx2yAQ,246,"Christian, CCM, Worship, chill music, indie worship",0.5267,Christian Study Music
2Jwpq0FlR6WzbVQLs7LSEo,49,,0.0,study sesh
2K7kk3ZCtKshHn9X91JpYz,95,"songs from my fav ballets : the nutcracker, don quixote, sleeping beauty, le corsaire, paquita, bayadere, swan lake, coppelia, &amp; more :)",0.8777,ballet music for studying🩰💌
2KSerK9MsvOEJ34qXpp2Ws,188,moody piano music to make you feel like the main character &lt;3,0.0,romanticizing studying (classical playlist)
2KTjepg7BFXKoa2Y94q6w9,156,this is basically full of anime and game osts,0.0,lofi / no lyrics for studying
2LIq3v1ZvSeLtTV6T8Axa6,591,"Chillout Lounge - Relaxing Background Music | Study, Work, Sleep, Meditation, ChillEnjoy Calm &amp; Soothing music for Relax, Study, Read, Spa, Sleeping Music and Relaxing you mind. Just concentrate and imagine",0.9169,"Chillout Lounge - Calm & Relaxing Background Music | Study, Work, Sleep, Meditation, Chill"
2MfcU5Uglie37JhfUxc2lR,579,"Soothing songs for concentration and study from Philip Glass, Agnes Obel, Max Richter, Nils Frahm, Yiruma, Mélanie Laurent, De Maynes, Chad Lawson, Ludovico Einaudi and much more",0.3182,Instrumental Focus: Concentration & Study
2N4kz9b4mpUAncFViuLvS8,127,"Unique, upbeat and cool study music. Sumbissions: submitmusic.to&#x2F;HypeStudyMusicNoLyrics",0.3182,Hype Study Music no lyrics
2NffN5y0B5BEg8ry6vohid,83,,0.0,study pop
2O9V0hGAi4VO7SJfVN7qgo,185,chill instrumental lo-fi beats for focus&#x2F;concentration&#x2F;working or just chilling&#x2F;relaxing. remixed versions &amp; original background tracks. enjoy &lt;3,0.6705,study music 2023 🌙 lofi covers
2P0I0Ikqaf30sJLUMBkaGq,206,,0.0,study waves
2P93WiUNcKj6l0WA9QqUaM,110,"para cuando estás estudiando, relajándote o sentado en un café",0.0,chill spanish study 
2Pk0jHTvR71iGja0MMwdMf,188,"korean rnb, khh, korean study music (also some chh), krnb, chill|| @wutojis on ig",0.0,korean rnb study
2PmpA2CuH8cYxDvMTdvMWX,4041,"Regularly updated, personally curated.",0.0,Lofi Beats for Study - No Voices - No Words
2Q1IG8Oru9NtpVRqEDbQup,22,"The best classical piano instrumentals from modern classical composers for you to listen to while studying. Featuring music from Ian Wong, Ron Adelaar, Michael Sciabbarrasi, Frank Sartain, and more.",0.6369,Classical Piano for Studying
2Q3IvwEVF1jRJOQx56k5bf,318,"Adapted from the Fantasy Chill and Epic Gaming Spotify playlists with some of my favourites from other video games, TV shows, and movies.",0.0,Instrumental/Fantasy Studying
2QWEV6awT0TJqCFkM47CaJ,18,,0.0,Green noise for studying ♡
2QxVSrMAZy5JraKIoYghYB,35,,0.0,studying for finals grind
2UZQadSdnpVI2UH7qPR5zx,102,,0.0,studying in oxford
2Uj8ob2HbXMUOqpA5PGpXv,89,chill synthwave to study,0.0,Lofi Synthwave 2023 (study & chill)
2Up9s3FFN1GreW6e48Fuc9,151,,0.0,Studying - MG
2VEbC6d66cSf62gcWSCu53,239,"Selection of the best relaxing beats &amp; chill jazz music for a perfect study, work, sleep session - best jazz vibes playlist - best cafe music songs - jazz music playlist - best background chill out music - bossa nova playlist - background music playlist - morning jazz - sleep jazz - jazz fruits",0.9769,"Jazz Fruits Music - relaxing jazz background covers to work, study & sleep to"
2VUZe0qm0cpT1T3LrWfoFV,149,,0.0,taylor swift instrumental for studying 📚
2VXeyMnvITQhzzw6ESw4Nz,278,\\Delicate Mind Flow Playlist for Deep Focus &#x2F; No vocals techno -4 &quot;skip them&quot; &#x2F; Exquisite  Synthwaves &#x2F; Divers paces &#x2F; Post rave &#x2F;&#x2F;.\\ Aim the destination and keep it like an arrow&#x2F;&#x2F;.\\&gt;&#x2F;Next.,0.0772,Hyperfocus ADHD Study Flow
2W8K1qKaJU1C1zHvqIn1WN,216,,0.0,study music
2WttD5x7tH8VCaSJt4bRFD,717,"Do you have a mid-term tomorrow or a dragon to slay? Either way, this playlist is guaranteed to make you perform 72.76% better! Email for inquiries: ",0.4926,Trap Study Music
2Y7quR9paCnIfPObCTQlrd,104,"BTS Piano Music for Studying, Sleeping, and Relaxing.",0.4939,BTS Piano for Study ✏️
2ZeLB0dJSa4TsPXdJhMGoi,130,"Orchestral soundtracks and instrumental pieces by Hans Zimmer, John Williams, Alexandre Desplat, Thomas Newman, and more to help you concentrate.",0.4549,Cinematic Scores for Studying
2ZkyoKwSfj8ycy3bea4Skp,447,,0.0,studying
2Zt2GspLaE4NhZGS9I7dpk,53,💜,0.0,BTS study café ☕
2abUvzroFaDyr2kuaewmc3,39,,0.0,⚡️Harry Potter Study Music🪶🔮
2bEFmnh84Bq86GC4uFziql,104,in honor of finals. (instagram: thebraxtonbeaty),0.4939,study
2cIuTzSPlELxZ07giRKmP3,258,"Lernplatz sauber machen, ein ✨nices✨ Getränk herrichten, Duftkerze anzünden und einfach beginnen💛 (TikTok @storiesofdine = live study with me‘s)",0.0,STUDY-WITH-ME💛
2cJHWFwpKz1f7TD39hy9zj,113,the title explains it all,0.0,studying at hogwarts library while it’s raining 
2cKGBAXwceIuPObNmLZvCm,179,,0.0,Smooth Jazz for Studying
2dOezPHRXr3ggWJELhfuQK,334,"For alle procrastinator’s, unz without the UNZ",0.0,Instrumental House / Study
2eIIXshhMCbysyFO9JE30b,89,,0.0,✨The RnB Study Playlist 📚
2eTzkFZPziAq7FiBCOvwDU,80,"chill collection of nintendo-based music &#x2F;&#x2F; mostly mario, zelda, pokemon, &amp; animal crossing",0.0,✖︎ nintendo study lofi ✖︎
2fgzATalkij5gZeRO2xXEL,423,"Relaxing and calming lofi music from the Pokemon series to help you study, sleep, or just chill.",0.8225,Pokemon Study Music
2fqRlCWX8uXYTOP4UISYyz,74,for the long days of studying when you need happy and chill songs to repeat in the background ,0.5719,"Happy and studying, but not happy about studying"
2gf96TwkMFu4EUGRbTUEFV,113,,0.0,study music
2iPZVwPigJi8nvtud2qHKv,68,fantasy tunes for the magical scholar,0.0,Wizard's study music
2j3ZAy8tcrlWrgbx4WlUqR,230,"Currently in rotation at the Maisonneuve Music office. An eclectic mix of low-energy instrumental tracks, perfect for quiet workflow, reading, study, and concentration. You can find past favorites <a href=""https://open.spotify.com/playlist/1aNd2whPxZRGcU7wxHIEjZ"">here</a>.",0.7579,Chill Instrumental for Work + Study
2jEvNUvrWJZaYGlxVGdbp3,50,for when you need a lil bit of gentleness,0.0,☁ soft lofi - studying ☁
2jYl3URwR8eoOIxQEJx22l,186,chill krnb &amp; kindie coffeehouse vibes (ctto),0.0,korean cafe study
2kKdgs1w7eZY1zROjICty0,291,Gotta study fast!,0.0,Fast paced study music 
2kNpn1sDgIMaVcNZ8f0beX,295,,0.0,studying 🤓
2kt6VK0QWc57NMjM0Xr9rl,267,"Enjoy this calming music while you Study, Read and Focus.",0.7096,"STUDY MUSIC: THE BEST MUSIC FOR STUDYING, DEEP CONCENTRATION & CREATIVE FOCUS"
2lazelQJ5s3KHsDPG9lnem,16,,0.0,📔📒📖📚✒️STUDY MOTIVATION SONGS IN TAMIL📖📒📚
2le9jQiB9OYEmXaILbBKsE,1382,"Follow my playlist and relax to the lovely melodies of the legend of zelda :) Follow the <a href=""https://spoti.fi/3pSU3qB"">sleep lofi playlist now</a>",0.8658,"Zelda Piano Music For Sleep, Study, Chill"
2mDq4yqmJo9fO4yeqXPYwR,35,~check out my other playlists for a wide variety of music~,0.0,Charlie Brown Study music
2nMXuQk0gDHxYvnTwHoLFQ,184,"Use for when you are: reviewing Anki, doing practice questions, doing practice midterm final exams, doing research (reading or writing), plus anything else that requires deep concentration and comprehension.",0.0,Deep Focus Study Music
2nRGjEskTvDz3xwiZQAQ9L,127,,0.0,Study playlist 🤍🎀🎧
2nbYexiyBvU0xALhm5Ivf0,449,am I studying school or studying my phone???,0.0,FUN STUDY MUSIC
2ndjIXc08a5al6z82AT9Kd,201,An acount called 3030 Music copied this playlist pls help me by reporting him:),0.4588,Studying late at night aesthetically.*
2o2eGGiCkzHGouu79cTaur,41,Who says you can&#x27;t study and get into the holiday spirit? Try our playlist of instrumental holiday music.,0.7269,❄️ Holiday music for studying
2oUMwprnUqbRtAYSPupPRL,81,"‧͙⁺˚*･༓☾　subliminals for manifesting perfect grades, a high gpa, better concentration, study boosters, + more!　☽༓･*˚⁺‧͙",0.784,study subliminals ♪
2q4dyiwLl5hDBxRpO4F52T,108,the classic 3 am study aesthetic | sad &amp; slow edition ft. lofi &amp; anime osts,-0.4767,late night study songs
2rDQrQqpAVdkjmMKu3g5nt,52,"Soothing White, Brown, Pink Noise and more to help you focus while working, reading or studying. Put on your noise cancelling headphones and loop the ambient sound you like to drown out unwanted outside distractions. Ruisonderdrukking Koptelefoon, Auriculares con cancelación de Ruido, Casque Antibru",-0.1585,Noise Cancelling For Work & Study
2rmULINDkQMx0mkH1eRaZd,177,beauty in the brain,0.5859,"No lyrics study, not classic"
2rzz5YfYyxlbWiFzAxapcI,112,Instrumental Worship 2023 | Soft Piano Worship | Christian Piano | Worship Piano | Hillsong Instrumentals | Calming Christian | Bethel Instrumentals | Elevation Instrumentals | Maverick City Music Instrumentals | Calming Christian Piano | Calm Christian Instrumentals | Calm piano | Bible Study,0.9274,"Peaceful Worship Piano - for Prayer, Study, and Sleep"
2sExZcQugXjkswMYbxKTri,165,studying,0.0,study music but hype
2shCyIBFVF2nTUhCTGr6m0,118,need to get in the working headspace? put this playlist on shuffle to keep you focused :),0.6808,STUDY MUSIC
2u9vDT08uNbGUXv4mv18sk,149,,0.0,EDM Study/Work (No Lyrics)
2wFSnzttm4FhUes3CFJiOe,62,best classical pieces to be productive and relax. Perfect for late night sessions.,0.8957,Productive Classical Study 🎹📚
2xWjjtCVKKxVcxifBWK3dI,1195,"A combination of slow &amp; fast-paced film scores and classical music to enjoy when writing an essay, completing work, or simply for entertainment.",0.7184,Film Scores for Studying
2yIdaDuN4xIysXWcxxMzfT,47,,0.0,jazz study
2yY00bSUHO0C7SROIPnts9,313,,0.0,Study Beats 2023
2yvPnf4ZtwBWpfb2OxCUbW,69,this playlist helps me studying late at night aesthetically ,0.3818,Study Lofi Playlist
2z6uBh2bNPQlQxR5RbPwvk,454,"Little&#x2F;No vocals music for study. A mix of heavy and chill, for the energetic and calming effects. The perfect combo for a solid study sesh. Play on shuffle.",0.9062,EDM Study Music
2z8ckL40IHo9mcXwX18Sf7,27,,0.0,christmas studying ❄️🎄🎁
30E0nbr73t8QDcNJW09cy3,74,,0.0,adderall induced study sesh🤓🔵
30cpRHoapPzxIRHnH50RDc,19,,0.0,Bridgerton Study Vibes
315pwP7vRfZSlFuR5zq8xt,200,,0.0,study music📚
31I2trYttue06iRFG0bNRg,696,its okay to cry,-0.296,studysesh
31ZlrW8ccDrjhXgFARJVIp,21,,0.0,tiktok study motivation 
32hJXySZtt9YvnwcYINGZ0,268,"The best of lofi hip hop and chill hop! In case this isn't enough, take a look at our 24/7 lofi hip hop <a href=""https://www.youtube.com/watch?v=MCkTebktHVc"">stream</a>",0.6696,lofi hip hop / chillhop / beats to study/relax to
32iw5M2uqlRsiyTuKYcYW1,180,,0.0,study music but hyped
33oKnKc0O8bCoblkgTAZ9T,46,,0.0,Nujabes Instrumentals - Study Mix/No Vocals
33oYAKEYb5nKQ55j9VZZna,543,,0.0,epic study music
33xo6aheV6RuhrrDEZnZg3,261,,0.0,studying for my finals and not happy abt it
34jHCRu3SAvLq8OiDV6Ei2,93,studying for winter finals,0.0,classical christmas music for studying
34jLjd5Eq8HmHfqzvDPxsF,115,beetje klassieke muziek voor die breincelletjes,-0.5994,Study sesh
35Bwn7Kd5pcwqrowHkzWPw,282,,0.0,soft cafe jazz (study)
35E2FCOfqeurB9LjEkAD0p,1162,"instrumental, chill, cool jazz, cafe, quiet, relax, dinner ",0.6369,Jazz for study and working
36KZV4ZZgGrzcnFufZ2IM4,142,a study playlist to make you feel like rory gilmore from gilmore girls hehe,0.3612,study like rory gilmore
36qYTYmyIZgU3lwLw7YXKc,20,"reading too, also a space ambience cuz i didn&#x27;t know where to put it lol",0.4215,hogwarts study ambience
36uOCbfQgecYtsiB7Ymvlv,201,"jazzy ish + orchestrated nintendo ost songs that make me happy mixed w other nerdy, game vibe songs... otv if you see this, hi!",0.5848,study nintendo 
373UgX5kxPt6bFKptF3xx0,451,i need utter chaos to focus.,-0.5719,adhd studyin’ 😎
37XBaawYN4LypOWheh5TDU,167,,0.0,studying/chill rap
38HYjVoXFeIzq9PW5BBDiV,120,romanticize your life&#x2F; imagine your own version of the story,0.4215,studying history 📖
38arxkEvi7rvqSa4CBT9NK,49,"Its December, you&#x27;re reading a thrilling novel by a crackling fireplace with cozy socks and a hot chocolate by your side. The cold freezes the windows but you stay warm. ",0.6124,fireplace study jazz
39KgHPPiqsGkhHRqEbmby8,241,"Lofi hip hop chill study beats, lofi jazz, focus, sleep, relax, background christmas holiday music, lo-fi <a href=""spotify:playlist:7xJk4vsIuFoM9GmXwyrEhY"">Winter</a> study sleep chill lofi hip hop vibes, chill focus beats to stud",0.6808,lofi hip hop 2024❄️winter beats to study sleep to🎧
39dF5mzet3drn31KUcBXSR,196,,0.0,Bible study playlist 🤍
3A19jqP1CJVMIq4HnJHp6U,29,,0.0,1AM study session
3Av5JcX1b6suXNjnVP2vL2,23,,0.0,fall study jazz vibes
3BE7COJNjJstnvVXOrL0kf,158,Liquid Drum n Bass music mix for focusing and studying. Updated regularly. YT: Cyber Pulses,0.0,Study DnB 🎧
3BGlRkrccFeOaNnG5tfR88,114,Lofi Music playlist on Spotify. Unwind and relax with the perfect soundtrack for cozy moments.  Submissions on IG @lofipetrecs,0.765,"Lofi Music, Lofi Beats, Lofi HipHop & Study Beats"
3BWRpI66JYMY833jf6ciHU,102,,0.0,finals grind😤
3CBYNVkyR8ZCafnPKv2w8k,83,"Studying? Reading? Boost your concentration and focus with the perfect soundtrack. We hope you enjoy our <a href=""https://open.spotify.com/playlist/72oczUf02H4RGoaUBC87JQ?si=40757337e9934919"">Mozart: Classical Music for Studying</a> playlist too!",0.9236,Brain Power: Classical Music for Studying
3Cbu6rkjxIkxWcLbpnHF2u,197,"the best lofi and chillhop study session vibes. work, sleep, relax all in one place 📚 <a href=""https://linktr.ee/softtonesmusic"">connect with us</a> ",0.7964,lofi study beats
3CdIfwPZIc4LKcoSmaEze4,110,"Some white noise, nature sounds, stimulating music, binaural beats and waves ( in that order) - ADHD friendly, focus boosting, listening on shuffle not recommended if you don&#x27;t like rapid changes in music types",0.8558,Background Noise For Studying
3DGjPUzAZbZ0scG2flJEyP,77,,0.0,Silent Study Songs
3DrbOwDpQLw5XCTBMyDIRF,256,"Click the first song and enjoy (no shuffle) - Let the peaceful nature sounds of waves, rain, waterfalls, streams, birds, water, bugs and other sources mixed with ambient music carry you to good grades. Perfect for studying, homework, writing, reading or other school activities.",0.9186,Peaceful Study Music
3DwKlV4vxVOfGKBn7UbRHo,104,some pretty calm music to have on in the background of your study sesh. ,0.6705,chill indie study vibes 🍃
3E1IZ5evMbiWRgfeF3wWl5,64,,0.0,Christian Instrumental Study Music
3EcyGSn1jXtwynlNG0SWMK,58,,0.0,christmas music/studying for finals
3ElSgD7U77yrhDZIMuSIlw,102,taylor swift piano for studying and sleeping ,0.2023,taylor swift piano for studying
3G1pIa3dYHK4nIrQ3d3dpU,300,"selection of chill instrumental hip-hop beats to relax, meditate, code and drink coffee to – including mellow lo-fi jazz vibes, smooth chill-hop, dope 90s old school boom-bap and lofi dinner lounge music. featuring flofilz, cookin soul, ... / updated weekly / IG: madmaxbeats_",0.4404,CHILL BEATS – jazz vibes / lo-fi / chillhop / instrumental hip hop / study beats / cafe lounge
3G7UG6keI3zdf1mDBoeb9C,110,,0.0,twilight study playlist
3IS0SbPh8YhVITrHTWJ7Pq,996,"Relaxing violin music for studying, reading and concentration. Immerse yourself in the calm and beautiful sounds as you prepare for tests and exams and write papers and essays. ",0.8555,VIOLIN - Study & Focus 📚  
3JUUpohXOzqHpd13XK3BeN,103,,0.0,bollywood study playlist 📝
3LFIBdP7eZXJKqf3guepZ1,352,Selection of the best relaxing lofi hip hop beats for the perfect chill session - best lofi cover playlist - best lofi songs - lofi hip hop playlist - best study music - lofi remix playlist - relaxing beats playlist - chill beats playlist - lofi covers playlist - lofi beats - lofi fruits music,0.9816,"Lofi Fruits Music - lofi hip hop beats to study, relax & sleep to"
3MelsVnZV5g03wyiJsybHk,337,"dark academia (study and reading) studying &amp; reading instrumentals: Classical piano music inspired by the dark academia TikTok trend. The playlist is based on the aesthetic of books and movies like dead poets society, harry potter and pride and prejudice.",-0.128,dark academia ☕️📜 studying and reading instrumentals
3Nw2SxspZ2AMn3hoxD5r49,58,,0.0,zach bryan study playlist
3OYjqDrZO6ieI8Lj75IqEE,62,so u can graduate like your papis want for you,0.4703,studying but in mexican
3P1yLVlCYyeUniEUDRC746,24,school= no bueno,-0.296,cram studying because I procrastinate 
3QJedYiagkBpOZuYXvwTmy,24,a dark academia study playlist inspired by oppenheimer (2023),0.4939,oppenheimer - a study playlist
3QN3YHjmnasl8tVlym9t5I,444,be calm and don&#x27;t forget to study well! (remake of my study cafe playlist),0.4199,korean study playlist
3Qc4iY6n352nayiSMnDfBQ,319,"Great for deep focus, study, or work sessions. All songs have (almost no words) so you don&#x27;t get distracted. Curated over 10 years, new songs added (and pruned) weekly. Enjoy!",0.6114,Electronic: Study No Words
3TGfqK2s7igZO5agOgsGLc,61,,0.0,Taylor Swift Studying Music
3TrubZbb2hfB1j4Dtf4rv3,23,Fuel for that essay you should’ve started last week,0.0,Classical study grind
3U4Rt5G11VUeQzvCwEbNQb,304,"Study and Reading instrumentals, classical Piano Music inspired by the dark academia Tiktok trend. ",0.4939,Dark Academia ⏳🕯️📜 Studying and Reading Music
3UTeUqSzaT1FMJtgw6hmRp,232,"The original &amp; ultimate study playlist! 10+ hours of peaceful instrumental music for writing, reading, studying &amp; working without distractions. Regularly updated with new ambient &amp; neoclassical music! <a href=""http://echoes.blue/playlists"">Submissions</a>.",0.7798,Study | Focus | Concentrate
3UfgsfF2GDXLUJBZzYUDap,107,,0.0,Studying with Taylor :)
3VtjJ6sf7IfW42unpdhpz6,524,"hours of chill, indie folk study music",0.0,Indie Folk Study Music
3WLDIcG4Cx2UOPy0rbFhQn,878,"lofi hip hop music, chill Beats, chill winter, lo-fi to relax, code, and focus during late night sessions. Playlist updated weekly ✨",0.4404,productive study lofi ☁️
3YKQkQ9S45lBXBxUspIpAX,50,Crack open your books and use ASMR to feed your brain. Get in the study zone by hitting play. ,0.34,ASMR for Studying
3ZewPPnFUmOdekim4TCiaj,267,Upbeat instrumental music to help you focus with energy.,0.5859,Work Study Upbeat Instrumentals
3a69KbHDMn4Zn4slzmmO5n,60,evermore and folklore look like the perfect soundtrack to study:),0.7351,study with taylor swift
3aI7ztMmDhMHhYe1KOPFLG,498,"Piano renditions of your favourite video game soundtracks. Featuring performances and arrangements from Zelda, Pokémon, Final Fantasy, Chrono Trigger and much more. Perfect for background listening for studying, working or relaxing. 🎼 SUBMISSIONS - linktr.ee.com&#x2F;lucascoopervgm",0.8016,Video Game Music for Studying/Work
3aWjtrSclf9KpF7TR9cHpM,74,,0.0,study📖📚🧚🏼‍♀️
3ayOnMTetG8E1c3q9VJmbi,71,Boost focus &amp; productivity with these soft piano covers 🧠 Study Music | Soft Piano Covers | Homework Piano Music | Piano For Studying | Piano Focus | Study Sessions | Background Study | Piano Focus | Instrumental Piano Covers | Instrumental Pop Songs,0.4019,Study Music 📚 Piano Covers
3b0tU7OVGqmcY8sYDRJPgb,56,,0.0,alternative studying music
3bZTQGrvewbkJJe6UpTFKc,102,,0.0,studying like rory gilmore
3bevTxSrGdh3qShUcODtxE,169,The latest chill lofi beats discovered by Lofi Girl🎶🔍,0.0,Study Music 2023
3c4JY4wa466MjKETI6YbrQ,68,,0.0,lock in study
3cBNzzZ5LNrrzL3puMExBV,1316,"lofi kpop songs. BTS, BLΛƆKPIИK, TWICE, ITYZ, EXO, TXT, I&#x27;VE,GOT7, S͓̽T͓̽R͓̽A͓̽Y͓̽K͓̽I͓̽D͓̽S͓̽, ASEPA And more . ☆",0.0,Kpop lofi study playlist
3cCdMm17qgjt9wxFevrHLo,155,,0.0,PMN x Study
3cT7u8AbftjM6JRq3tveQX,46,Lofi but you don’t get tired...,0.0,wordless & upbeat study music
3d8AV6DAUh69eAT9Gda3mz,174,,0.0,📚 Songs to study to 📚
3dlZvdnYu6SytPEtQwpnkg,668,A relaxing blend of music from a variety of Classical Ballets to accompany your studying,0.4939,Ballet Music for Studying
3eA7hFDTgIlyfBbatceRiP,127,go get that 4.00 CGPA sis,0.0,study krnb/khh
3eoXPcgq5DQmNxzo5qGgZz,62,"Best Classical Music for Studying, Reading or Sleeping.",0.6369,"Classical Music for Studying, Reading - Mozart, Chopin, Debussy"
3fpH3c1NzEF4NrLYtxhCUB,53,,0.0,study music(for memorization)
3iHZ24iYUbIfAqvF0FF7Jf,246,"happy, chill, sunday morning vibes ",0.5719,productive morning/ study vibes
3iILYlXkMSgjWCDcjgBISS,316,Shuffle &amp; whistle while you work :-),0.3182,Disney Movie Scores for Studying
3iYHZrDNo0v83E5WCR1mf4,27,,0.0,toxic study motivation>>>
3ivxSVhvKj0ZTxC0tv6Q2w,214,,0.0,Intense study classical piano 
3iyHFmmsY4Qs4YKRmmweI9,443,who cares if I’m pretty if I fail my finals,0.4019,productive studying
3j5KvpN6h8CtDpkvZ0kvD6,115,"academic validation, coffee, literature, dark academia, history, romanticising school, books, classical music",0.5719,studying in oxford library at 3 a.m.
3kdTrxUp6S2w2LqUcW2hW3,36,"when the playlist is done, take a break",0.0,breakcore for studying
3m2z4GoPl0vKNQxjDUpNb9,41,vibing ambient music with no vocals to help relax while reading etc.,0.5267,"Reading, Studying, Relaxations, no vocals."
3m4NFye6JfcPjzpY8ln7ny,44,"because i have to romanticize every single thing i do in order to keep living &#x2F; 27 march 2022, i have my math exam tomorrow &#x2F; i got 98%!!",0.5242,a playlist to romanticize studying
3me5BZGadSvucebKO8c7c5,362,,0.0,rory gilmore studying 
3oJNKg03Ps4PhBAGKAoNOW,291,songs i dont have to think about in the background of me doing homework.,0.0,HYPE STUDY SESH
3oLYDY6dLlDyoZqGMLLWn1,163,"pov: it&#x27;s autumn you&#x27;re studying at candle light with a cup of tea next to you, while the world around you turns golden and the days get shorter",0.0,fall aesthetic - classical study playlist
3ove2CFlwtjQwhiLs4onhG,50,,0.0,LOTR Relax/Study
3p5yMObomflaI4QP5TSy56,37,,0.0,early morning studying☀️ 
3qABH9WE2wHLtGLCBjbttV,104,Finding motivation ´till June. ,0.34,Studying for final exams 
3qLDbNZyN6PQpOpgiq88jZ,1367,,0.0,mario kart study music
3qYm50Qndx59bb1IWmn3Aw,125,"Legend of Zelda, Studio Ghibli, Pokemon, Disney, Animal Crossing, Avatar The Last Airbender, Lord of the Rings, and more",0.0,Nerdy Lofi Study
3qyfvL7M1yzozbVpgTEVmg,200,"movie soundtracks, piano, etc",0.0,instrumentals for studying
3r8nzvRjPOyoWPzMcbiVDx,138,for the times you need a brain break ,0.0,study break dance party
3rBg6B3EVhKwpfTxrFiJzd,631,,0.0,Country Study Music
3rvx2PMQ4oBRRMaYla8wzY,67,,0.0,Studying for exams
3s2eKvI4mthA2U8UXdnxVh,78,,0.0,study chill
3tOYsrunZ9ujLROQo2bCyP,102,,0.0,chill study country
3todifpedHOhXtKR4yyYLl,98,“i believe we did”,0.0,studying like oppenheimer 
3tyyN7xYZs5iTxGIX1uwM4,33,The nice relaxing songs from Undertale,0.7184,Undertale Studying
3uwvap0aizjyHRqrgp72HX,136,,0.0,studying but in winter
3vS94DO9NWtw0Kp0iyxWDI,189,,0.0,Studying Music (rap)
3vWXmlQh3HuPEZwltiDvUF,829,korean tutorial on how to vibe on your terrace,0.0,krnb study playlist ｡⋆.  
3vjalnA8MTafF4nbVlq3tT,200,for when you have to study but would rather be playing genshin impact… aka me everyday ,0.296,genshin music for studying
3vmRLLfdytPPCsboZNzCyd,366,"lofi hip hop study and chill beats, lo-fi study, focus, laptop reading productive beats, lo fi chill focus music. Late Night study homework low sleep music.",-0.2732,lofi hip hop - beats to relax/study to
3w9fE3l8BXRVO7hPCZSH8y,525,"A collection of laid-back medieval, renaissance, and psuedo-period music suitable for playing in the background while you read or study.",0.2023,Medieval Study
3wEmPc5MSsirtpAjcyq3Qm,66,an occasion to morn the loss of never learning to play the piano ,-0.5165,soft library study
3wKHHKP1ss9oWZKUdLP9ax,1189,"LoFi, Chill Vibes, Study Beats and more! Lofi Lofi Beats Lofi Chill Lofi Hip-Hop Lofi Study Chillhop Relaxing Beats Instrumental Hip-Hop Lofi Jazz Lofi Playlist",0.5411,Study & Chill Vibes 2023 - Lofi and chill beats
3wxuZBaX32W3qeh8uTs5Mw,188,"Relaxing Jazz Piano, Soft jazz for all your activities. Relaxing Jazz Piano 🎹 (Relax, Study and Work) | Relaxing Jazz Piano",0.8625,"Relaxing Jazz Piano 🎹 (Relax, Study and Work)"
3xwzJfsbjCq4aVNTrHLxZx,50,,0.0,Electronic Study Music
3xxIczSJu8HpvL1vaNRmYG,189,its going to be okay ,0.2263,productive night studying (no stress)
3ytoZc1OMpZLFwLIDY74nR,1245,,0.0,Productive EDM | Focus | Study
3zFexwsxm6a8yEtbw88fFN,234,,0.0,study
3zKGdXAzy7QPKMdSz08iq1,107,"“Nobody ever figures out what life is all about, and it doesn&#x27;t matter. Explore the world. Nearly everything is really interesting if you go into it deeply enough.” -R. P. Feynman",0.4754,studying physics
3zNBiWEyr4RRruBsymdMNq,111,"Relaxing classical music to help you study, focus and relax.",0.8316,Classical Study Music
